indicator,date,city,region,cases
Recoveries,2020-11-03,Al ʻAqiq,Al Bahah,5
Recoveries,2020-11-03,Al Qara,Al Bahah,1
Recoveries,2020-11-03,Ras Tannurah,Eastern Region,1
Recoveries,2020-11-03,Al Mubarraz,Eastern Region,1
Recoveries,2020-11-04,Bariq,Aseer,2
Recoveries,2020-11-04,Ahad Rifaydah,Aseer,1
Recoveries,2020-11-04,Tabuk,Tabuk,1
Recoveries,2020-11-04,ʻArʻAr,Northern Borders,4
Recoveries,2020-11-04,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,42
Recoveries,2020-11-04,Makkah Al Mukarramah,Makkah Al Mukarramah,21
Recoveries,2020-11-04,Al Jubayl,Eastern Region,5
Recoveries,2020-11-04,Al Qatif,Eastern Region,19
Recoveries,2020-11-04,Yadamah,Najran,1
Recoveries,2020-11-04,Duruma,Ar Riyad,3
Recoveries,2020-11-04,Biljurashi,Al Bahah,1
Recoveries,2020-11-04,Dawmat Al Jandal,Al Jawf,1
Recoveries,2020-11-04,Al Bukayriyyah,Al Qaseem,4
Recoveries,2020-11-05,Tabuk,Tabuk,2
Recoveries,2020-11-05,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,74
Recoveries,2020-11-05,At TaʼIf,Makkah Al Mukarramah,5
Recoveries,2020-11-05,Al Khubar,Eastern Region,2
Recoveries,2020-11-05,Al Hufuf,Eastern Region,31
Recoveries,2020-11-05,Yanbuʻ,Al Madinah Al Munawwarah,13
Recoveries,2020-11-05,Al BadaʼIʻ,Al Qaseem,2
Recoveries,2020-11-05,D͟Hahran Al Janub,Aseer,1
Recoveries,2020-11-05,Hafar Al Batin,Eastern Region,1
Recoveries,2020-11-05,Qaryat Al 'Ulya,Eastern Region,7
Recoveries,2020-11-05,Al Bashayer,Aseer,1
Recoveries,2020-11-06,Mawqaq,Hail,2
Recoveries,2020-11-06,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-11-06,Ahad Rifaydah,Aseer,3
Recoveries,2020-11-06,Ad Darb,Jazan,1
Recoveries,2020-11-06,Sikaka,Al Jawf,1
Recoveries,2020-11-06,ʻArʻAr,Northern Borders,2
Recoveries,2020-11-06,Buraydah,Al Qaseem,6
Recoveries,2020-11-06,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,57
Recoveries,2020-11-06,At TaʼIf,Makkah Al Mukarramah,3
Recoveries,2020-11-06,Abha,Aseer,3
Recoveries,2020-11-06,Najran,Najran,1
Recoveries,2020-11-06,ʻAfif,Ar Riyad,6
Recoveries,2020-11-06,Al MajmaʻAh,Ar Riyad,6
Recoveries,2020-11-06,Ad Dilam,Ar Riyad,2
Recoveries,2020-11-06,Ad͟H D͟Hahran,Eastern Region,3
Recoveries,2020-11-06,Qusaybaʼ,Al Qaseem,1
Recoveries,2020-11-06,Safwá,Eastern Region,1
Recoveries,2020-11-06,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,3
Recoveries,2020-11-06,Khaybar,Al Madinah Al Munawwarah,4
Recoveries,2020-11-06,Al ʻIs,Al Madinah Al Munawwarah,3
Recoveries,2020-11-06,Adam,Makkah Al Mukarramah,3
Recoveries,2020-11-06,Al Mubarraz,Eastern Region,3
Recoveries,2020-11-07,Al Asyah,Al Qaseem,3
Recoveries,2020-11-07,ʻArʻAr,Northern Borders,7
Recoveries,2020-11-07,HaʼIl,Hail,21
Recoveries,2020-11-07,Buraydah,Al Qaseem,9
Recoveries,2020-11-07,Al Hufuf,Eastern Region,6
Recoveries,2020-11-07,Buqayq,Eastern Region,3
Recoveries,2020-11-07,Ranyah,Makkah Al Mukarramah,1
Recoveries,2020-11-07,Yadamah,Najran,1
Recoveries,2020-11-07,Samtah,Jazan,1
Recoveries,2020-11-07,An NuʻAyriyyah,Eastern Region,4
Recoveries,2020-11-07,Al Khafji,Eastern Region,5
Recoveries,2020-11-07,Al Hajrah,Al Bahah,1
Recoveries,2020-11-07,Al Kharj,Ar Riyad,2
Recoveries,2020-11-07,Qaryat Al 'Ulya,Eastern Region,8
Recoveries,2020-11-07,Wadi Ad Dawasir,Ar Riyad,4
Recoveries,2020-11-08,Khulays,Makkah Al Mukarramah,4
Recoveries,2020-11-08,Bariq,Aseer,1
Recoveries,2020-11-08,ʻArʻAr,Northern Borders,6
Recoveries,2020-11-08,Buraydah,Al Qaseem,12
Recoveries,2020-11-08,ʻAfif,Ar Riyad,1
Recoveries,2020-11-08,Hubuna,Najran,1
Recoveries,2020-11-08,Bishah,Aseer,1
Recoveries,2020-11-08,Ad͟H D͟Hahran,Eastern Region,10
Recoveries,2020-11-08,Al Kamil,Makkah Al Mukarramah,1
Recoveries,2020-11-08,Samtah,Jazan,1
Recoveries,2020-11-09,Rafa'I' Al Jamsh,Ar Riyad,1
Recoveries,2020-11-09,Ahad Rifaydah,Aseer,1
Recoveries,2020-11-09,Al Hufuf,Eastern Region,26
Recoveries,2020-11-09,Abu ʻArish,Jazan,1
Recoveries,2020-11-09,Turayf,Northern Borders,1
Recoveries,2020-11-09,Ad͟H D͟Hahran,Eastern Region,8
Recoveries,2020-11-09,Al BadaʼIʻ,Al Qaseem,2
Recoveries,2020-11-09,Hafar Al Batin,Eastern Region,1
Recoveries,2020-11-09,Shaqraʼ,Ar Riyad,1
Recoveries,2020-11-09,Al Kharj,Ar Riyad,4
Recoveries,2020-11-10,Ahad Rifaydah,Aseer,1
Recoveries,2020-11-10,Buraydah,Al Qaseem,8
Recoveries,2020-11-10,Makkah Al Mukarramah,Makkah Al Mukarramah,37
Recoveries,2020-11-10,Abha,Aseer,5
Recoveries,2020-11-10,Khamis Mushayt,Aseer,10
Recoveries,2020-11-10,Sarat ʻAbidah,Aseer,1
Recoveries,2020-11-10,ʻUyun Al Jiwaʼ,Al Qaseem,5
Recoveries,2020-11-10,Duruma,Ar Riyad,2
Recoveries,2020-11-10,Al Qunfudhah,Makkah Al Mukarramah,2
Recoveries,2020-11-10,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-11-10,Qaryat Al 'Ulya,Eastern Region,3
Recoveries,2020-11-10,Tarj,Aseer,1
Recoveries,2020-11-11,Al Birk,Aseer,1
Recoveries,2020-11-11,Tabuk,Tabuk,1
Recoveries,2020-11-11,Makkah Al Mukarramah,Makkah Al Mukarramah,52
Recoveries,2020-11-11,At TaʼIf,Makkah Al Mukarramah,2
Recoveries,2020-11-11,Jazan,Jazan,3
Recoveries,2020-11-11,Najran,Najran,1
Recoveries,2020-11-11,Ad Dilam,Ar Riyad,2
Recoveries,2020-11-11,ʻUnayzah,Al Qaseem,4
Recoveries,2020-11-11,Al Jubayl,Eastern Region,1
Recoveries,2020-11-11,Buqayq,Eastern Region,1
Recoveries,2020-11-11,Al Qahmah,Aseer,4
Recoveries,2020-11-11,Numarah,Makkah Al Mukarramah,1
Recoveries,2020-11-11,Tabalah,Aseer,1
Recoveries,2020-11-11,Al Khurmah,Makkah Al Mukarramah,1
Recoveries,2020-11-11,Al BadaʼIʻ,Al Qaseem,1
Recoveries,2020-11-11,Al Lith,Makkah Al Mukarramah,4
Recoveries,2020-11-11,An NuʻAyriyyah,Eastern Region,2
Recoveries,2020-11-11,Rijal Al Ma,Aseer,2
Recoveries,2020-11-11,Al Jafr,Eastern Region,3
Recoveries,2020-11-12,Al Birk,Aseer,1
Recoveries,2020-11-12,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,70
Recoveries,2020-11-12,Jazan,Jazan,3
Recoveries,2020-11-12,ʻAfif,Ar Riyad,2
Recoveries,2020-11-12,Al MajmaʻAh,Ar Riyad,3
Recoveries,2020-11-12,Al Hufuf,Eastern Region,12
Recoveries,2020-11-12,Al HaʼIt,Hail,3
Recoveries,2020-11-12,Duruma,Ar Riyad,1
Recoveries,2020-11-12,Wadi Al Fara,Al Madinah Al Munawwarah,2
Recoveries,2020-11-12,Rijal Al Ma,Aseer,1
Recoveries,2020-11-12,Al Jafr,Eastern Region,1
Recoveries,2020-11-12,Al Bashayer,Aseer,1
Recoveries,2020-11-13,Khulays,Makkah Al Mukarramah,3
Recoveries,2020-11-13,Bariq,Aseer,2
Recoveries,2020-11-13,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-11-13,Ad Darb,Jazan,1
Recoveries,2020-11-13,Makkah Al Mukarramah,Makkah Al Mukarramah,39
Recoveries,2020-11-13,Ad Dammam,Eastern Region,15
Recoveries,2020-11-13,Jeddah,Makkah Al Mukarramah,21
Recoveries,2020-11-13,Buqayq,Eastern Region,2
Recoveries,2020-11-13,Mahayil,Aseer,1
Recoveries,2020-11-13,Al Artawiyyah,Ar Riyad,2
Recoveries,2020-11-13,Khaybar,Al Madinah Al Munawwarah,4
Recoveries,2020-11-13,An NuʻAyriyyah,Eastern Region,4
Recoveries,2020-11-13,Al ʻIs,Al Madinah Al Munawwarah,4
Recoveries,2020-11-13,Billasmar,Aseer,1
Recoveries,2020-11-14,HaʼIl,Hail,20
Recoveries,2020-11-14,At TaʼIf,Makkah Al Mukarramah,2
Recoveries,2020-11-14,Al MajmaʻAh,Ar Riyad,3
Recoveries,2020-11-14,Ad Dammam,Eastern Region,22
Recoveries,2020-11-14,Al Hufuf,Eastern Region,11
Recoveries,2020-11-14,Ar Riyad,Ar Riyad,68
Recoveries,2020-11-14,Al HaʼIt,Hail,2
Recoveries,2020-11-14,ʻUyun Al Jiwaʼ,Al Qaseem,1
Recoveries,2020-11-14,Al Muwayh,Makkah Al Mukarramah,1
Recoveries,2020-11-14,Al ʻAqiq,Al Bahah,2
Recoveries,2020-11-14,Al Midhnab,Al Qaseem,5
Recoveries,2020-11-14,Al Khafji,Eastern Region,2
Recoveries,2020-11-15,Mawqaq,Hail,2
Recoveries,2020-11-15,HaʼIl,Hail,15
Recoveries,2020-11-15,Makkah Al Mukarramah,Makkah Al Mukarramah,8
Recoveries,2020-11-15,At TaʼIf,Makkah Al Mukarramah,6
Recoveries,2020-11-15,ʻAfif,Ar Riyad,1
Recoveries,2020-11-15,Al MajmaʻAh,Ar Riyad,1
Recoveries,2020-11-15,Ad Dammam,Eastern Region,29
Recoveries,2020-11-15,Al Khubar,Eastern Region,4
Recoveries,2020-11-15,Jeddah,Makkah Al Mukarramah,3
Recoveries,2020-11-15,Sarat ʻAbidah,Aseer,1
Recoveries,2020-11-15,Al Jubayl,Eastern Region,7
Recoveries,2020-11-15,Qilwah,Al Bahah,1
Recoveries,2020-11-15,Hawtat Bani Tamim,Ar Riyad,2
Recoveries,2020-11-15,D͟Hahran Al Janub,Aseer,1
Recoveries,2020-11-15,Baysh,Jazan,3
Recoveries,2020-11-15,Al Qunfudhah,Makkah Al Mukarramah,1
Recoveries,2020-11-15,Al ʻAqiq,Al Bahah,3
Recoveries,2020-11-15,Al ʻIs,Al Madinah Al Munawwarah,3
Recoveries,2020-11-15,Adam,Makkah Al Mukarramah,1
Recoveries,2020-11-16,Al Asyah,Al Qaseem,3
Recoveries,2020-11-16,Ar Rayn,Ar Riyad,1
Recoveries,2020-11-16,Al Harajah,Aseer,2
Recoveries,2020-11-16,Ahad Rifaydah,Aseer,1
Recoveries,2020-11-16,Buraydah,Al Qaseem,4
Recoveries,2020-11-16,Abha,Aseer,1
Recoveries,2020-11-16,Ad Dammam,Eastern Region,24
Recoveries,2020-11-16,Abu ʻArish,Jazan,8
Recoveries,2020-11-16,Buqayq,Eastern Region,4
Recoveries,2020-11-16,Qiya,Makkah Al Mukarramah,1
Recoveries,2020-11-16,Al Qurayyat,Al Jawf,1
Recoveries,2020-11-16,Duruma,Ar Riyad,2
Recoveries,2020-11-16,Al ʻAqiq,Al Bahah,2
Recoveries,2020-11-16,Laylá,Ar Riyad,2
Recoveries,2020-11-16,Tumayr,Ar Riyad,2
Recoveries,2020-11-16,Al ʻIs,Al Madinah Al Munawwarah,4
Recoveries,2020-11-16,Al Hadithah Border Station,Al Jawf,1
Recoveries,2020-11-16,Wadi Al Fara,Al Madinah Al Munawwarah,2
Recoveries,2020-11-16,Al Hamnah,Al Madinah Al Munawwarah,1
Recoveries,2020-11-16,Wadi Ad Dawasir,Ar Riyad,3
Recoveries,2020-11-16,Ras Tannurah,Eastern Region,3
Recoveries,2020-11-17,Al Sho'Bah,Northern Borders,1
Recoveries,2020-11-17,Ar Ruwaydah,Ar Riyad,1
Recoveries,2020-11-17,Shuwaq,Tabuk,1
Recoveries,2020-11-17,ʻArʻAr,Northern Borders,6
Recoveries,2020-11-17,Makkah Al Mukarramah,Makkah Al Mukarramah,13
Recoveries,2020-11-17,Ar Riyad,Ar Riyad,57
Recoveries,2020-11-17,Turayf,Northern Borders,2
Recoveries,2020-11-17,ʻUnayzah,Al Qaseem,8
Recoveries,2020-11-17,Numarah,Makkah Al Mukarramah,1
Recoveries,2020-11-17,Ranyah,Makkah Al Mukarramah,1
Recoveries,2020-11-17,Riyad Al Khabraʼ,Al Qaseem,2
Recoveries,2020-11-17,Safwá,Eastern Region,1
Recoveries,2020-11-17,Huraymilaʼ,Ar Riyad,2
Recoveries,2020-11-17,Hawtat Bani Tamim,Ar Riyad,1
Recoveries,2020-11-17,Al Majardah,Aseer,1
Recoveries,2020-11-17,As Sulayyil,Ar Riyad,2
Recoveries,2020-11-17,Al Midhnab,Al Qaseem,3
Recoveries,2020-11-17,Ad DirʻIyyah,Ar Riyad,2
Recoveries,2020-11-17,Al Mubarraz,Eastern Region,13
Recoveries,2020-11-18,Safwá,Eastern Region,1
Recoveries,2020-11-18,Al ʻUyun,Eastern Region,5
Recoveries,2020-11-18,Duruma,Ar Riyad,3
Recoveries,2020-11-18,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-11-18,As Sulayyil,Ar Riyad,2
Recoveries,2020-11-18,Al Muzahimiyyah,Ar Riyad,2
Recoveries,2020-11-18,Al Khafji,Eastern Region,1
Recoveries,2020-11-19,ʻArʻAr,Northern Borders,1
Recoveries,2020-11-19,ʻAfif,Ar Riyad,1
Recoveries,2020-11-19,Ad Dammam,Eastern Region,44
Recoveries,2020-11-19,Yanbuʻ,Al Madinah Al Munawwarah,4
Recoveries,2020-11-19,Al Qatif,Eastern Region,23
Recoveries,2020-11-19,Huraymilaʼ,Ar Riyad,2
Recoveries,2020-11-19,Al Qunfudhah,Makkah Al Mukarramah,1
Recoveries,2020-11-19,Al Midhnab,Al Qaseem,1
Recoveries,2020-11-19,Al Khafji,Eastern Region,5
Recoveries,2020-11-20,Khulays,Makkah Al Mukarramah,3
Recoveries,2020-11-20,Badr Al Janub,Najran,1
Recoveries,2020-11-20,Ar Ruwaydah,Ar Riyad,1
Recoveries,2020-11-20,Abha,Aseer,1
Recoveries,2020-11-20,Khamis Mushayt,Aseer,13
Recoveries,2020-11-20,Najran,Najran,15
Recoveries,2020-11-20,Al Hufuf,Eastern Region,34
Recoveries,2020-11-20,Wadi Ibn Hashbal,Aseer,1
Recoveries,2020-11-20,Ad Dilam,Ar Riyad,2
Recoveries,2020-11-20,Ad Duwadimi,Ar Riyad,1
Recoveries,2020-11-20,Az Zulfi,Ar Riyad,3
Recoveries,2020-11-20,Ad͟H D͟Hahran,Eastern Region,6
Recoveries,2020-11-20,Buqayq,Eastern Region,2
Recoveries,2020-11-20,Sabya,Jazan,1
Recoveries,2020-11-20,Al Qunfudhah,Makkah Al Mukarramah,3
Recoveries,2020-11-20,Al ʻUla,Al Madinah Al Munawwarah,2
Recoveries,2020-11-20,Ad DirʻIyyah,Ar Riyad,1
Recoveries,2020-11-20,Qaryat Al 'Ulya,Eastern Region,4
Recoveries,2020-11-20,Billasmar,Aseer,8
Recoveries,2020-11-21,Bathaʼ,Eastern Region,1
Recoveries,2020-11-21,Ahad Rifaydah,Aseer,1
Recoveries,2020-11-21,Ad Dammam,Eastern Region,71
Recoveries,2020-11-21,Al Hufuf,Eastern Region,25
Recoveries,2020-11-21,Az Zulfi,Ar Riyad,2
Recoveries,2020-11-21,Ad͟H D͟Hahran,Eastern Region,18
Recoveries,2020-11-21,Buqayq,Eastern Region,5
Recoveries,2020-11-21,Al Muzahimiyyah,Ar Riyad,1
Recoveries,2020-11-21,Shaqraʼ,Ar Riyad,2
Recoveries,2020-11-21,Al ʻIs,Al Madinah Al Munawwarah,9
Recoveries,2020-11-21,Al Kharj,Ar Riyad,1
Recoveries,2020-11-21,Qaryat Al 'Ulya,Eastern Region,9
Recoveries,2020-11-22,Jazan,Jazan,46
Recoveries,2020-11-22,Al Hufuf,Eastern Region,29
Recoveries,2020-11-22,Ar Riyad,Ar Riyad,82
Recoveries,2020-11-22,Abu ʻArish,Jazan,11
Recoveries,2020-11-22,Yanbuʻ,Al Madinah Al Munawwarah,18
Recoveries,2020-11-22,Sarat ʻAbidah,Aseer,1
Recoveries,2020-11-22,ʻUnayzah,Al Qaseem,11
Recoveries,2020-11-22,Ar Rass,Al Qaseem,2
Recoveries,2020-11-22,Ad͟H D͟Hahran,Eastern Region,1
Recoveries,2020-11-22,Buqayq,Eastern Region,1
Recoveries,2020-11-22,Riyad Al Khabraʼ,Al Qaseem,3
Recoveries,2020-11-22,Duruma,Ar Riyad,1
Recoveries,2020-11-22,Samtah,Jazan,3
Recoveries,2020-11-22,Biljurashi,Al Bahah,2
Recoveries,2020-11-22,Al ʻAqiq,Al Bahah,1
Recoveries,2020-11-22,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-11-22,An NuʻAyriyyah,Eastern Region,1
Recoveries,2020-11-22,Rijal Al Ma,Aseer,1
Recoveries,2020-11-22,Adam,Makkah Al Mukarramah,1
Recoveries,2020-11-23,Khulays,Makkah Al Mukarramah,2
Recoveries,2020-11-23,Badr Al Janub,Najran,1
Recoveries,2020-11-23,Tabuk,Tabuk,3
Recoveries,2020-11-23,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,66
Recoveries,2020-11-23,Ad Dilam,Ar Riyad,4
Recoveries,2020-11-23,Mulayjah,Eastern Region,1
Recoveries,2020-11-23,Al Qatif,Eastern Region,6
Recoveries,2020-11-23,ʻUyun Al Jiwaʼ,Al Qaseem,7
Recoveries,2020-11-23,Al Midhnab,Al Qaseem,3
Recoveries,2020-11-23,Wadi Ad Dawasir,Ar Riyad,3
Recoveries,2020-11-24,Al Sho'Bah,Northern Borders,1
Recoveries,2020-11-24,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,29
Recoveries,2020-11-24,Al MajmaʻAh,Ar Riyad,3
Recoveries,2020-11-24,Ad Dammam,Eastern Region,33
Recoveries,2020-11-24,Al Jubayl,Eastern Region,7
Recoveries,2020-11-24,Sabt Al ʻAlayah,Aseer,8
Recoveries,2020-11-25,Buraydah,Al Qaseem,1
Recoveries,2020-11-25,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,27
Recoveries,2020-11-25,Khamis Mushayt,Aseer,1
Recoveries,2020-11-25,Najran,Najran,8
Recoveries,2020-11-25,Jeddah,Makkah Al Mukarramah,34
Recoveries,2020-11-25,Ad Duwadimi,Ar Riyad,1
Recoveries,2020-11-25,Mulayjah,Eastern Region,1
Recoveries,2020-11-25,Buqayq,Eastern Region,4
Recoveries,2020-11-25,Al Khurmah,Makkah Al Mukarramah,3
Recoveries,2020-11-25,Al Qurayyat,Al Jawf,7
Recoveries,2020-11-25,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,1
Recoveries,2020-11-25,Samtah,Jazan,1
Recoveries,2020-11-25,Sabya,Jazan,1
Recoveries,2020-11-25,Dawmat Al Jandal,Al Jawf,1
Recoveries,2020-11-25,Al Khafji,Eastern Region,1
Recoveries,2020-11-25,Al ʻIs,Al Madinah Al Munawwarah,1
Recoveries,2020-11-25,Al Hadithah Border Station,Al Jawf,2
Recoveries,2020-11-25,Qaryat Al 'Ulya,Eastern Region,4
Recoveries,2020-11-25,Wadi Ad Dawasir,Ar Riyad,5
Recoveries,2020-11-25,Thurayban,Makkah Al Mukarramah,1
Recoveries,2020-11-26,HaʼIl,Hail,28
Recoveries,2020-11-26,At TaʼIf,Makkah Al Mukarramah,2
Recoveries,2020-11-26,Al MajmaʻAh,Ar Riyad,1
Recoveries,2020-11-26,Al Hufuf,Eastern Region,24
Recoveries,2020-11-26,Jeddah,Makkah Al Mukarramah,20
Recoveries,2020-11-26,Ad Dilam,Ar Riyad,2
Recoveries,2020-11-26,Ad Duwadimi,Ar Riyad,1
Recoveries,2020-11-26,ʻUnayzah,Al Qaseem,4
Recoveries,2020-11-26,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-11-26,Ad DirʻIyyah,Ar Riyad,2
Recoveries,2020-11-26,Al Kharj,Ar Riyad,2
Recoveries,2020-11-27,Makkah Al Mukarramah,Makkah Al Mukarramah,21
Recoveries,2020-11-27,At TaʼIf,Makkah Al Mukarramah,6
Recoveries,2020-11-27,Khamis Mushayt,Aseer,6
Recoveries,2020-11-27,Al MajmaʻAh,Ar Riyad,5
Recoveries,2020-11-27,Ad͟H D͟Hahran,Eastern Region,4
Recoveries,2020-11-27,Safwá,Eastern Region,1
Recoveries,2020-11-27,Sharurah,Najran,2
Recoveries,2020-11-27,Samtah,Jazan,3
Recoveries,2020-11-27,Al Bukayriyyah,Al Qaseem,1
Recoveries,2020-11-27,Fayfa,Jazan,1
Recoveries,2020-11-27,Wadi Al Fara,Al Madinah Al Munawwarah,2
Recoveries,2020-11-27,Qaryat Al 'Ulya,Eastern Region,3
Recoveries,2020-11-28,Rafa'I' Al Jamsh,Ar Riyad,1
Recoveries,2020-11-28,Makkah Al Mukarramah,Makkah Al Mukarramah,19
Recoveries,2020-11-28,Al MajmaʻAh,Ar Riyad,2
Recoveries,2020-11-28,Al Hufuf,Eastern Region,19
Recoveries,2020-11-28,Ad͟H D͟Hahran,Eastern Region,10
Recoveries,2020-11-28,Buqayq,Eastern Region,5
Recoveries,2020-11-28,Sabt Al ʻAlayah,Aseer,3
Recoveries,2020-11-28,ʻUyun Al Jiwaʼ,Al Qaseem,1
Recoveries,2020-11-28,Ahad Al Musarihah,Jazan,3
Recoveries,2020-11-28,Samtah,Jazan,7
Recoveries,2020-11-28,Biljurashi,Al Bahah,1
Recoveries,2020-11-28,Taymaʼ,Tabuk,2
Recoveries,2020-11-28,Duba,Tabuk,1
Recoveries,2020-11-28,Al Khafji,Eastern Region,1
Recoveries,2020-11-28,Adam,Makkah Al Mukarramah,1
Recoveries,2020-11-28,Billasmar,Aseer,3
Recoveries,2020-11-29,Al Asyah,Al Qaseem,2
Recoveries,2020-11-29,Bathaʼ,Eastern Region,1
Recoveries,2020-11-29,Farasan,Jazan,1
Recoveries,2020-11-29,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-11-29,Al ʻIdabi,Jazan,1
Recoveries,2020-11-29,Al Bahah,Al Bahah,1
Recoveries,2020-11-29,Al Khubar,Eastern Region,2
Recoveries,2020-11-29,ʻUnayzah,Al Qaseem,5
Recoveries,2020-11-29,Riyad Al Khabraʼ,Al Qaseem,2
Recoveries,2020-11-29,D͟Hahran Al Janub,Aseer,1
Recoveries,2020-11-29,Baysh,Jazan,6
Recoveries,2020-11-29,Taymaʼ,Tabuk,3
Recoveries,2020-11-29,An NuʻAyriyyah,Eastern Region,8
Recoveries,2020-11-29,Al ʻIs,Al Madinah Al Munawwarah,5
Recoveries,2020-11-29,Fayfa,Jazan,3
Recoveries,2020-11-30,Jazan,Jazan,13
Recoveries,2020-11-30,Al Qurayyat,Al Jawf,2
Recoveries,2020-11-30,Qilwah,Al Bahah,1
Recoveries,2020-11-30,D͟Hahran Al Janub,Aseer,4
Recoveries,2020-11-30,Al Midhnab,Al Qaseem,6
Recoveries,2020-11-30,Al Hajrah,Al Bahah,2
Recoveries,2020-11-30,Bani Hasan,Al Bahah,1
Recoveries,2020-11-30,Al Kharj,Ar Riyad,4
Recoveries,2020-11-30,Rijal Al Ma,Aseer,4
Recoveries,2020-12-01,Al Sho'Bah,Northern Borders,3
Recoveries,2020-12-01,Al Asyah,Al Qaseem,3
Recoveries,2020-12-01,Khamis Mushayt,Aseer,6
Recoveries,2020-12-01,Jazan,Jazan,4
Recoveries,2020-12-01,Ad Duwadimi,Ar Riyad,1
Recoveries,2020-12-01,Ar Rass,Al Qaseem,1
Recoveries,2020-12-01,Riyad Al Khabraʼ,Al Qaseem,4
Recoveries,2020-12-01,Samtah,Jazan,2
Recoveries,2020-12-01,Al Midhnab,Al Qaseem,2
Recoveries,2020-12-01,Fayfa,Jazan,1
Recoveries,2020-12-01,Qaryat Al 'Ulya,Eastern Region,1
Recoveries,2020-12-01,Wadi Ad Dawasir,Ar Riyad,4
Recoveries,2020-12-01,Billasmar,Aseer,5
Recoveries,2020-12-02,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-12-02,Tabuk,Tabuk,3
Recoveries,2020-12-02,At TaʼIf,Makkah Al Mukarramah,8
Recoveries,2020-12-02,Khamis Mushayt,Aseer,12
Recoveries,2020-12-02,Al Hufuf,Eastern Region,13
Recoveries,2020-12-02,Jeddah,Makkah Al Mukarramah,21
Recoveries,2020-12-02,Ar Rass,Al Qaseem,1
Recoveries,2020-12-02,Al Jubayl,Eastern Region,1
Recoveries,2020-12-02,Al Khurmah,Makkah Al Mukarramah,4
Recoveries,2020-12-02,Al Qaysumah,Eastern Region,1
Recoveries,2020-12-02,Al BadaʼIʻ,Al Qaseem,5
Recoveries,2020-12-02,Al Gouz,Makkah Al Mukarramah,1
Recoveries,2020-12-02,Al Muwayh,Makkah Al Mukarramah,1
Recoveries,2020-12-02,Khaybar,Al Madinah Al Munawwarah,2
Recoveries,2020-12-02,Taymaʼ,Tabuk,1
Recoveries,2020-12-02,Al Midhnab,Al Qaseem,3
Recoveries,2020-12-02,Al ʻIs,Al Madinah Al Munawwarah,7
Recoveries,2020-12-02,Al Mud͟Haylif,Makkah Al Mukarramah,2
Recoveries,2020-12-02,Fayfa,Jazan,1
Recoveries,2020-12-02,Al Hajrah,Al Bahah,1
Recoveries,2020-12-02,Rijal Al Ma,Aseer,1
Recoveries,2020-12-02,Qaryat Al 'Ulya,Eastern Region,3
Recoveries,2020-12-03,Khulays,Makkah Al Mukarramah,1
Recoveries,2020-12-03,ʻUqlat As Suqur,Al Qaseem,2
Recoveries,2020-12-03,HaʼIl,Hail,11
Recoveries,2020-12-03,Khamis Mushayt,Aseer,4
Recoveries,2020-12-03,Najran,Najran,5
Recoveries,2020-12-03,Ar Riyad,Ar Riyad,56
Recoveries,2020-12-03,Rabigh,Makkah Al Mukarramah,1
Recoveries,2020-12-03,Turayf,Northern Borders,1
Recoveries,2020-12-03,Al Kamil,Makkah Al Mukarramah,1
Recoveries,2020-12-03,ʻUyun Al Jiwaʼ,Al Qaseem,3
Recoveries,2020-12-03,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Recoveries,2020-12-03,Al Qunfudhah,Makkah Al Mukarramah,1
Recoveries,2020-12-03,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-12-03,Haql,Tabuk,1
Recoveries,2020-12-03,Al Khafji,Eastern Region,1
Recoveries,2020-12-03,Wadi Ad Dawasir,Ar Riyad,7
Recoveries,2020-12-04,Al Asyah,Al Qaseem,3
Recoveries,2020-12-04,Al Harajah,Aseer,1
Recoveries,2020-12-04,Bariq,Aseer,1
Recoveries,2020-12-04,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,16
Recoveries,2020-12-04,Jeddah,Makkah Al Mukarramah,19
Recoveries,2020-12-04,Bishah,Aseer,3
Recoveries,2020-12-04,Al Qatif,Eastern Region,3
Recoveries,2020-12-04,Al Mikhwah,Al Bahah,5
Recoveries,2020-12-04,Riyad Al Khabraʼ,Al Qaseem,3
Recoveries,2020-12-04,Qilwah,Al Bahah,1
Recoveries,2020-12-04,Khaybar,Al Madinah Al Munawwarah,2
